part_name,display_name,group,parent_part,blender_bone,body_type,detail_level,collision_layer,shape_type,shape_radius_frac,shape_height_frac,mass,grab_stiffness,is_grabbable,is_targetable,is_internal,joint_type,joint_limit_x_min,joint_limit_x_max,joint_limit_y_min,joint_limit_y_max,joint_limit_z_min,joint_limit_z_max,soft_spring_stiffness,soft_spring_damping,linear_damp,angular_damp,nerve_sensitivity,nerve_zone,comfort_weight,discomfort_weight,stimulation_decay,lod_awake,passive_core,ground_contact
anal_passage_6_left,Anal Passage 6 Left,anal_passage,anal_passage_5_left,anal_passage_6_left,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.5,EROGENOUS,0.3,0.18,0.3,False,False,False
anal_passage_6_right,Anal Passage 6 Right,anal_passage,anal_passage_5_right,anal_passage_6_right,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.5,EROGENOUS,0.3,0.18,0.3,False,False,False
anal_passage_6_top,Anal Passage 6 Top,anal_passage,anal_passage_5_top,anal_passage_6_top,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.5,EROGENOUS,0.3,0.18,0.3,False,False,False
anal_passage_7_bot,Anal Passage 7 Bot,anal_passage,anal_passage_6_bot,anal_passage_7_bot,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.4,EROGENOUS,0.25,0.15,0.3,False,False,False
anal_passage_7_left,Anal Passage 7 Left,anal_passage,anal_passage_6_left,anal_passage_7_left,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.4,EROGENOUS,0.25,0.15,0.3,False,False,False
anal_passage_7_right,Anal Passage 7 Right,anal_passage,anal_passage_6_right,anal_passage_7_right,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.4,EROGENOUS,0.25,0.15,0.3,False,False,False
anal_passage_7_top,Anal Passage 7 Top,anal_passage,anal_passage_6_top,anal_passage_7_top,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.4,EROGENOUS,0.25,0.15,0.3,False,False,False
anal_ring_bot,Anal Ring Bot,anal_passage,pelvis,anal_ring_bot,all,FULL,internal,sphere,0.014,0.0,0.3,0.1,False,False,True,soft,-10,10,-10,10,-10,10,18.0,5.0,10.0,12.0,0.88,EROGENOUS,0.65,0.35,0.3,False,False,False
anal_ring_left,Anal Ring Left,anal_passage,pelvis,anal_ring_left,all,FULL,internal,sphere,0.014,0.0,0.3,0.1,False,False,True,soft,-10,10,-10,10,-10,10,18.0,5.0,10.0,12.0,0.88,EROGENOUS,0.65,0.35,0.3,False,False,False
anal_ring_right,Anal Ring Right,anal_passage,pelvis,anal_ring_right,all,FULL,internal,sphere,0.014,0.0,0.3,0.1,False,False,True,soft,-10,10,-10,10,-10,10,18.0,5.0,10.0,12.0,0.88,EROGENOUS,0.65,0.35,0.3,False,False,False
anal_ring_top,Anal Ring Top,anal_passage,pelvis,anal_ring_top,all,FULL,internal,sphere,0.014,0.0,0.3,0.1,False,False,True,soft,-10,10,-10,10,-10,10,18.0,5.0,10.0,12.0,0.88,EROGENOUS,0.65,0.35,0.3,False,False,False
chest,Chest,torso,spine_upper,Spine3,all,MINIMAL,external,capsule,0.14,0.1,15.0,0.9,True,True,False,rigid,-10,15,-10,10,-5,5,0.0,0.0,2.0,4.0,0.45,NEUTRAL,0.3,0.2,0.5,True,True,False
clitoris,Clitoris,groin_female,pelvis,clitoris,female,MEDIUM,soft_tissue,sphere,0.006,0.0,0.5,0.1,True,True,False,soft,-3,3,-3,3,-3,3,20.0,4.0,2.0,4.0,0.99,EROGENOUS,0.95,0.3,0.25,False,False,False
head,Head,head,neck,risorius03.R,all,MINIMAL,external,sphere,0.065,0.0,4.5,0.95,True,True,False,rigid,-40,55,-55,55,-25,25,0.0,0.0,2.0,4.0,0.6,PAIN_PRONE,0.3,0.5,0.5,True,True,False
jaw,Jaw,face,head,oris07.R,all,FULL,external,box,0.0,0.04,1.5,0.3,True,True,False,rigid,-35,5,-5,5,-3,3,0.0,0.0,2.0,4.0,0.5,PAIN_PRONE,0.2,0.4,0.5,False,False,False
labia_left,Labia Left,groin_female,pelvis,labia_left,female,MEDIUM,soft_tissue,box,0.0,0.025,0.5,0.15,True,True,False,soft,-5,5,-3,3,-3,3,15.0,3.0,2.0,4.0,0.9,EROGENOUS,0.8,0.25,0.3,False,False,False
labia_right,Labia Right,groin_female,pelvis,labia_right,female,MEDIUM,soft_tissue,box,0.0,0.025,0.5,0.15,True,True,False,soft,-5,5,-3,3,-3,3,15.0,3.0,2.0,4.0,0.9,EROGENOUS,0.8,0.25,0.3,False,False,False
left_breast_inner,Left Breast Inner,breast,chest,left_breast_inner,all,MEDIUM,soft_tissue,sphere,0.01925,0.0,0.8,0.3,True,True,False,soft,-15,15,-10,10,-15,15,8.0,1.5,2.0,4.0,0.8,EROGENOUS,0.65,0.2,0.4,False,False,False
left_breast_lower,Left Breast Lower,breast,chest,left_breast_lower,all,MEDIUM,soft_tissue,sphere,0.01925,0.0,1.0,0.3,True,True,False,soft,-15,15,-10,10,-15,15,8.0,1.5,2.0,4.0,0.6,EROGENOUS,0.45,0.15,0.4,False,False,False
left_breast_nipple,Left Breast Nipple,breast,left_breast_inner,left_breast_nipple,all,MEDIUM,soft_tissue,sphere,0.008,0.0,0.5,0.15,True,True,False,soft,-5,5,-5,5,-5,5,15.0,3.0,2.0,4.0,0.95,EROGENOUS,0.85,0.25,0.35,False,False,False
left_breast_outer,Left Breast Outer,breast,chest,left_breast_outer,all,MEDIUM,soft_tissue,sphere,0.01925,0.0,0.8,0.3,True,True,False,soft,-15,15,-10,10,-15,15,8.0,1.5,2.0,4.0,0.65,EROGENOUS,0.5,0.2,0.4,False,False,False
left_breast_upper,Left Breast Upper,breast,chest,left_breast_upper,all,MEDIUM,soft_tissue,sphere,0.01925,0.0,0.7,0.3,True,True,False,soft,-15,15,-10,10,-15,15,8.0,1.5,2.0,4.0,0.7,EROGENOUS,0.55,0.2,0.4,False,False,False
left_clavicle,Left Clavicle,left_arm,chest,LeftShoulder,all,MINIMAL,external,capsule,0.02,0.04,2.0,0.6,True,True,False,rigid,-5,15,-10,10,-5,5,0.0,0.0,2.0,4.0,0.35,NEUTRAL,0.2,0.2,0.5,False,False,False
left_eye,Left Eye,face,head,eye.L,all,FULL,external,sphere,0.012,0.0,0.3,0.05,False,False,False,rigid,-25,15,-35,35,-5,5,0.0,0.0,2.0,4.0,0.6,PAIN_PRONE,0.1,0.8,0.5,False,False,False
left_foot,Left Foot,left_foot,left_lower_leg,LeftFoot,all,MINIMAL,external,box,0.0,0.04,2.0,0.5,True,True,False,rigid,-40,25,-15,15,-20,20,0.0,0.0,2.0,4.0,0.7,TICKLISH,0.25,0.25,0.6,False,False,True
left_forearm,Left Forearm,left_arm,left_upper_arm,LeftForeArmRoll,all,MINIMAL,external,capsule,0.035,0.14,2.5,0.55,True,True,False,rigid,0,145,-5,5,-5,5,0.0,0.0,2.0,4.0,0.35,NEUTRAL,0.2,0.15,0.5,False,True,False
left_hand,Left Hand,left_arm,left_forearm,LeftHand,all,MINIMAL,external,box,0.0,0.055,1.5,0.4,True,True,False,rigid,-70,70,-20,20,-40,40,0.0,0.0,2.0,4.0,0.7,TICKLISH,0.4,0.2,0.6,False,False,False
left_index_00,Left Index 00,left_hand,left_hand,LeftHandIndex1,all,FULL,fine_motor,capsule,0.006,0.016,1.0,0.2,True,True,False,rigid,-5,15,-5,5,-5,5,0.0,0.0,2.0,4.0,0.35,NEUTRAL,0.2,0.15,0.6,False,False,False
left_index_01,Left Index 01,left_hand,left_index_00,LeftHandIndex2,all,FULL,fine_motor,capsule,0.0054,0.013,1.0,0.2,True,True,False,rigid,-15,90,-8,8,-10,10,0.0,0.0,2.0,4.0,0.55,NEUTRAL,0.25,0.15,0.6,False,False,False
left_index_02,Left Index 02,left_hand,left_index_01,LeftHandIndex3,all,FULL,fine_motor,capsule,0.0048000000000000004,0.012,1.0,0.2,True,True,False,rigid,0,110,-3,3,-3,3,0.0,0.0,2.0,4.0,0.65,NEUTRAL,0.3,0.2,0.6,False,False,False
left_index_03,Left Index 03,left_hand,left_index_02,LeftHandIndex4,all,FULL,fine_motor,capsule,0.0042,0.014,1.0,0.2,True,True,False,rigid,0,110,-3,3,-3,3,0.0,0.0,2.0,4.0,0.8,TICKLISH,0.45,0.2,0.6,False,False,False
left_inner_glute,Left Inner Glute,glute,pelvis,left_inner_glute,all,MEDIUM,soft_tissue,sphere,0.033,0.0,1.5,0.4,True,True,False,soft,-8,8,-5,5,-8,8,14.0,3.0,2.0,4.0,0.55,EROGENOUS,0.45,0.15,0.4,False,False,False
left_lower_leg,Left Lower Leg,left_leg,left_upper_leg,LeftLegRoll,all,MINIMAL,external,capsule,0.045,0.22,4.0,0.65,True,True,False,rigid,-140,0,-3,3,-3,3,0.0,0.0,2.0,4.0,0.3,NEUTRAL,0.2,0.15,0.5,False,True,False
left_middle_00,Left Middle 00,left_hand,left_hand,LeftHandMiddle1,all,FULL,fine_motor,capsule,0.006,0.018,1.0,0.2,True,True,False,rigid,-5,15,-5,5,-5,5,0.0,0.0,2.0,4.0,0.3,NEUTRAL,0.2,0.15,0.6,False,False,False
left_middle_01,Left Middle 01,left_hand,left_middle_00,LeftHandMiddle2,all,FULL,fine_motor,capsule,0.0054,0.017,1.0,0.2,True,True,False,rigid,-15,90,-8,8,-10,10,0.0,0.0,2.0,4.0,0.5,NEUTRAL,0.25,0.15,0.6,False,False,False
left_middle_02,Left Middle 02,left_hand,left_middle_01,LeftHandMiddle3,all,FULL,fine_motor,capsule,0.0048000000000000004,0.014,1.0,0.2,True,True,False,rigid,0,110,-3,3,-3,3,0.0,0.0,2.0,4.0,0.6,NEUTRAL,0.3,0.2,0.6,False,False,False
left_middle_03,Left Middle 03,left_hand,left_middle_02,LeftHandMiddle4,all,FULL,fine_motor,capsule,0.0042,0.013,1.0,0.2,True,True,False,rigid,0,110,-3,3,-3,3,0.0,0.0,2.0,4.0,0.75,TICKLISH,0.4,0.2,0.6,False,False,False
left_outer_glute,Left Outer Glute,glute,pelvis,left_outer_glute,all,MEDIUM,soft_tissue,sphere,0.044,0.0,2.0,0.5,True,True,False,soft,-10,10,-8,8,-10,10,12.0,2.5,2.0,4.0,0.45,EROGENOUS,0.35,0.15,0.4,False,False,False
left_pinky_00,Left Pinky 00,left_hand,left_hand,LeftHandPinky1,all,FULL,fine_motor,capsule,0.006,0.014,1.0,0.2,True,True,False,rigid,-5,15,-5,5,-5,5,0.0,0.0,2.0,4.0,0.25,NEUTRAL,0.15,0.15,0.6,False,False,False
left_pinky_01,Left Pinky 01,left_hand,left_pinky_00,LeftHandPinky2,all,FULL,fine_motor,capsule,0.0054,0.011,1.0,0.2,True,True,False,rigid,-15,90,-8,8,-10,10,0.0,0.0,2.0,4.0,0.4,NEUTRAL,0.2,0.15,0.6,False,False,False
left_pinky_02,Left Pinky 02,left_hand,left_pinky_01,LeftHandPinky3,all,FULL,fine_motor,capsule,0.0048000000000000004,0.008,1.0,0.2,True,True,False,rigid,0,110,-3,3,-3,3,0.0,0.0,2.0,4.0,0.5,NEUTRAL,0.25,0.15,0.6,False,False,False
left_pinky_03,Left Pinky 03,left_hand,left_pinky_02,LeftHandPinky4,all,FULL,fine_motor,capsule,0.0042,0.01,1.0,0.2,True,True,False,rigid,0,110,-3,3,-3,3,0.0,0.0,2.0,4.0,0.65,TICKLISH,0.3,0.2,0.6,False,False,False
left_ring_00,Left Ring 00,left_hand,left_hand,LeftHandRing1,all,FULL,fine_motor,capsule,0.006,0.016,1.0,0.2,True,True,False,rigid,-5,15,-5,5,-5,5,0.0,0.0,2.0,4.0,0.3,NEUTRAL,0.2,0.15,0.6,False,False,False
left_ring_01,Left Ring 01,left_hand,left_ring_00,LeftHandRing2,all,FULL,fine_motor,capsule,0.0054,0.015,1.0,0.2,True,True,False,rigid,-15,90,-8,8,-10,10,0.0,0.0,2.0,4.0,0.45,NEUTRAL,0.2,0.15,0.6,False,False,False
left_ring_02,Left Ring 02,left_hand,left_ring_01,LeftHandRing3,all,FULL,fine_motor,capsule,0.0048000000000000004,0.013,1.0,0.2,True,True,False,rigid,0,110,-3,3,-3,3,0.0,0.0,2.0,4.0,0.55,NEUTRAL,0.25,0.15,0.6,False,False,False
left_ring_03,Left Ring 03,left_hand,left_ring_02,LeftHandRing4,all,FULL,fine_motor,capsule,0.0042,0.014,1.0,0.2,True,True,False,rigid,0,110,-3,3,-3,3,0.0,0.0,2.0,4.0,0.7,TICKLISH,0.35,0.2,0.6,False,False,False
left_thumb_00,Left Thumb 00,left_hand,left_hand,LeftHandThumb1,all,FULL,fine_motor,capsule,0.006,0.012,1.0,0.2,True,True,False,rigid,-10,20,15.0,-15.0,-10,10,0.0,0.0,2.0,4.0,0.4,NEUTRAL,0.2,0.15,0.6,False,False,False
left_thumb_01,Left Thumb 01,left_hand,left_thumb_00,LeftHandThumb2,all,FULL,fine_motor,capsule,0.0054,0.016,1.0,0.2,True,True,False,rigid,-30,60,40.0,-40.0,-25,25,0.0,0.0,2.0,4.0,0.6,NEUTRAL,0.25,0.2,0.6,False,False,False
left_thumb_02,Left Thumb 02,left_hand,left_thumb_01,LeftHandThumb3,all,FULL,fine_motor,capsule,0.0048000000000000004,0.018,1.0,0.2,True,True,False,rigid,-10,80,-5,5,-5,5,0.0,0.0,2.0,4.0,0.65,NEUTRAL,0.3,0.2,0.6,False,False,False
left_thumb_03,Left Thumb 03,left_hand,left_thumb_02,LeftHandThumb4,all,FULL,fine_motor,capsule,0.0042,0.014,1.0,0.2,True,True,False,rigid,-10,80,-5,5,-5,5,0.0,0.0,2.0,4.0,0.75,TICKLISH,0.4,0.2,0.6,False,False,False
left_toe_big_01,Left Toe Big 01,left_foot,left_foot,LeftFootThumb1,all,FULL,external,capsule,0.004,0.012,0.3,0.15,True,True,False,rigid,-30,50,-5,5,-5,5,0.0,0.0,2.0,4.0,0.75,TICKLISH,0.2,0.3,0.6,False,False,True
left_toe_big_02,Left Toe Big 02,left_foot,left_toe_big_01,LeftFootThumb2,all,FULL,external,capsule,0.0036000000000000003,0.008,0.3,0.15,True,True,False,rigid,-10,40,-3,3,-3,3,0.0,0.0,2.0,4.0,0.8,TICKLISH,0.25,0.3,0.6,False,False,False
left_toe_index_01,Left Toe Index 01,left_foot,left_foot,LeftFootIndex1,all,FULL,external,capsule,0.004,0.008,0.3,0.15,True,True,False,rigid,-30,50,-5,5,-5,5,0.0,0.0,2.0,4.0,0.65,TICKLISH,0.2,0.25,0.6,False,False,True
left_toe_index_02,Left Toe Index 02,left_foot,left_toe_index_01,LeftFootIndex2,all,FULL,external,capsule,0.0036000000000000003,0.006,0.3,0.15,True,True,False,rigid,-10,40,-3,3,-3,3,0.0,0.0,2.0,4.0,0.7,TICKLISH,0.22,0.27,0.6,False,False,False
left_toe_index_03,Left Toe Index 03,left_foot,left_toe_index_02,LeftFootIndex3,all,FULL,external,capsule,0.0032,0.005,0.3,0.15,True,True,False,rigid,-10,40,-3,3,-3,3,0.0,0.0,2.0,4.0,0.75,TICKLISH,0.25,0.3,0.6,False,False,False
left_toe_middle_01,Left Toe Middle 01,left_foot,left_foot,LeftFootMiddle1,all,FULL,external,capsule,0.004,0.007,0.3,0.15,True,True,False,rigid,-30,50,-5,5,-5,5,0.0,0.0,2.0,4.0,0.65,TICKLISH,0.2,0.25,0.6,False,False,True
left_toe_middle_02,Left Toe Middle 02,left_foot,left_toe_middle_01,LeftFootMiddle2,all,FULL,external,capsule,0.0036000000000000003,0.005,0.3,0.15,True,True,False,rigid,-10,40,-3,3,-3,3,0.0,0.0,2.0,4.0,0.7,TICKLISH,0.22,0.27,0.6,False,False,False
left_toe_middle_03,Left Toe Middle 03,left_foot,left_toe_middle_02,LeftFootMiddle3,all,FULL,external,capsule,0.0032,0.004,0.3,0.15,True,True,False,rigid,-10,40,-3,3,-3,3,0.0,0.0,2.0,4.0,0.75,TICKLISH,0.25,0.3,0.6,False,False,False
left_toe_pinky_01,Left Toe Pinky 01,left_foot,left_foot,LeftFootPinky1,all,FULL,external,capsule,0.004,0.005,0.3,0.15,True,True,False,rigid,-30,50,-5,5,-5,5,0.0,0.0,2.0,4.0,0.65,TICKLISH,0.2,0.25,0.6,False,False,True
left_toe_pinky_02,Left Toe Pinky 02,left_foot,left_toe_pinky_01,LeftFootPinky2,all,FULL,external,capsule,0.0036000000000000003,0.004,0.3,0.15,True,True,False,rigid,-10,40,-3,3,-3,3,0.0,0.0,2.0,4.0,0.7,TICKLISH,0.22,0.27,0.6,False,False,False
left_toe_pinky_03,Left Toe Pinky 03,left_foot,left_toe_pinky_02,LeftFootPinky3,all,FULL,external,capsule,0.0032,0.003,0.3,0.15,True,True,False,rigid,-10,40,-3,3,-3,3,0.0,0.0,2.0,4.0,0.75,TICKLISH,0.25,0.3,0.6,False,False,False
left_toe_ring_01,Left Toe Ring 01,left_foot,left_foot,LeftFootRing1,all,FULL,external,capsule,0.004,0.006,0.3,0.15,True,True,False,rigid,-30,50,-5,5,-5,5,0.0,0.0,2.0,4.0,0.65,TICKLISH,0.2,0.25,0.6,False,False,True
left_toe_ring_02,Left Toe Ring 02,left_foot,left_toe_ring_01,LeftFootRing2,all,FULL,external,capsule,0.0036000000000000003,0.005,0.3,0.15,True,True,False,rigid,-10,40,-3,3,-3,3,0.0,0.0,2.0,4.0,0.7,TICKLISH,0.22,0.27,0.6,False,False,False
left_toe_ring_03,Left Toe Ring 03,left_foot,left_toe_ring_02,LeftFootRing3,all,FULL,external,capsule,0.0032,0.004,0.3,0.15,True,True,False,rigid,-10,40,-3,3,-3,3,0.0,0.0,2.0,4.0,0.75,TICKLISH,0.25,0.3,0.6,False,False,False
left_toes,Left Toes,left_foot,left_foot,,all,MINIMAL,external,box,0.0,0.015,1.0,0.3,True,True,False,rigid,-30,50,-5,5,-5,5,0.0,0.0,2.0,4.0,0.75,TICKLISH,0.2,0.3,0.6,False,False,False
left_upper_arm,Left Upper Arm,left_arm,left_clavicle,LeftArmRoll,all,MINIMAL,external,capsule,0.04,0.16,4.0,0.6,True,True,False,rigid,-90,90,-90,60,-30,80,0.0,0.0,2.0,4.0,0.3,NEUTRAL,0.2,0.15,0.5,False,True,False
left_upper_leg,Left Upper Leg,left_leg,pelvis,LeftUpLegRoll,all,MINIMAL,external,capsule,0.06,0.23,8.0,0.7,True,True,False,rigid,-100,30,-30,45,-40,40,0.0,0.0,2.0,4.0,0.4,NEUTRAL,0.3,0.15,0.5,False,True,False
neck,Neck,head,chest,Neck,all,MINIMAL,external,capsule,0.04,0.03,3.0,0.7,True,True,False,rigid,-15,15,-20,20,-10,10,0.0,0.0,2.0,4.0,0.8,EROGENOUS,0.6,0.4,0.6,True,True,False
oral_passage_0_bot,Oral Passage 0 Bot,oral_passage,jaw,oral_passage_0_bot,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.75,EROGENOUS,0.5,0.35,0.3,False,False,False
oral_passage_0_left,Oral Passage 0 Left,oral_passage,jaw,oral_passage_0_left,all,FULL,internal,capsule,0.005,0.022,0.3,0.1,False,False,True,soft,-15,15,-15,15,-15,15,12.0,4.0,8.0,10.0,0.75,EROGENOUS,0.5,0.35,0.3,False,False,False
